id,name,state_id,state_code,state_name,country_id,country_code,country_name,latitude,longitude,wikiDataId
113957,Chilton County,1456,AL,Alabama,233,US,United States,32.84785,-86.71881,Q111266
113984,Choccolocco,1456,AL,Alabama,233,US,United States,33.65927,-85.70357,Q1292059
113986,Choctaw County,1456,AL,Alabama,233,US,United States,32.01961,-88.2632,Q111254
114033,Citronelle,1456,AL,Alabama,233,US,United States,31.09073,-88.22806,Q79480
114099,Clanton,1456,AL,Alabama,233,US,United States,32.83874,-86.62943,Q79364
114134,Clarke County,1456,AL,Alabama,233,US,United States,31.67666,-87.83081,Q111273
114165,Clay,1456,AL,Alabama,233,US,United States,33.7026,-86.59971,Q79472
114173,Clay County,1456,AL,Alabama,233,US,United States,33.26909,-85.86055,Q156570
114196,Clayton,1456,AL,Alabama,233,US,United States,31.87822,-85.44966,Q66815
114230,Cleburne County,1456,AL,Alabama,233,US,United States,33.67456,-85.51877,Q327080
114240,Cleveland,1456,AL,Alabama,233,US,United States,33.99093,-86.57749,Q65881
114301,Clio,1456,AL,Alabama,233,US,United States,31.70878,-85.6105,Q79704
114337,Coaling,1456,AL,Alabama,233,US,United States,33.15901,-87.34083,Q1259007
114367,Coffee County,1456,AL,Alabama,233,US,United States,31.40263,-85.98821,Q485660
114379,Colbert County,1456,AL,Alabama,233,US,United States,34.70043,-87.80498,Q487731
114433,Collinsville,1456,AL,Alabama,233,US,United States,34.26398,-85.86053,Q67328
114487,Columbiana,1456,AL,Alabama,233,US,United States,33.17817,-86.60721,Q79539
114534,Concord,1456,AL,Alabama,233,US,United States,33.46761,-87.03111,Q1018615
114550,Conecuh County,1456,AL,Alabama,233,US,United States,31.42927,-86.99368,Q487716
114613,Coosa County,1456,AL,Alabama,233,US,United States,32.93623,-86.24766,Q487738
114614,Coosada,1456,AL,Alabama,233,US,United States,32.49791,-86.33136,Q67940
114638,Cordova,1456,AL,Alabama,233,US,United States,33.75983,-87.18333,Q79249
114699,Cottonwood,1456,AL,Alabama,233,US,United States,31.04879,-85.30493,Q68127
114742,Covington County,1456,AL,Alabama,233,US,United States,31.24849,-86.45125,Q487725
114745,Cowarts,1456,AL,Alabama,233,US,United States,31.20018,-85.30465,Q67046
114791,Crenshaw County,1456,AL,Alabama,233,US,United States,31.73149,-86.31355,Q488831
114792,Creola,1456,AL,Alabama,233,US,United States,30.89185,-88.03972,Q79266
114855,Crossville,1456,AL,Alabama,233,US,United States,34.28759,-85.99414,Q67163
114895,Cullman,1456,AL,Alabama,233,US,United States,34.17482,-86.84361,Q79484
114896,Cullman County,1456,AL,Alabama,233,US,United States,34.13194,-86.86762,Q188204
114968,Dadeville,1456,AL,Alabama,233,US,United States,32.83124,-85.76357,Q79248
114982,Dale County,1456,AL,Alabama,233,US,United States,31.43182,-85.61103,Q488840
114983,Daleville,1456,AL,Alabama,233,US,United States,31.31017,-85.71299,Q79413
114994,Dallas County,1456,AL,Alabama,233,US,United States,32.32597,-87.10648,Q488847
115032,Danville,1456,AL,Alabama,233,US,United States,34.41454,-87.08751,Q3710676
115040,Daphne,1456,AL,Alabama,233,US,United States,30.60353,-87.9036,Q79461
115057,Dauphin Island,1456,AL,Alabama,233,US,United States,30.25548,-88.10972,Q932623
115148,Deatsville,1456,AL,Alabama,233,US,United States,32.60819,-86.39581,Q67244
115149,Decatur,1456,AL,Alabama,233,US,United States,34.60593,-86.98334,Q79750
115128,DeKalb County,1456,AL,Alabama,233,US,United States,34.45977,-85.80414,Q494626
115232,Demopolis,1456,AL,Alabama,233,US,United States,32.51764,-87.8364,Q79391
115360,Dixiana,1456,AL,Alabama,233,US,United States,33.74021,-86.64938,Q31568662
115407,Dora,1456,AL,Alabama,233,US,United States,33.72872,-87.09028,Q79234
115415,Dothan,1456,AL,Alabama,233,US,United States,31.22323,-85.39049,Q79519
115417,Double Springs,1456,AL,Alabama,233,US,United States,34.14637,-87.40247,Q68173
115636,East Brewton,1456,AL,Alabama,233,US,United States,31.09323,-87.06275,Q79595
115662,East Florence,1456,AL,Alabama,233,US,United States,34.80953,-87.64947,Q2022779
115816,Eclectic,1456,AL,Alabama,233,US,United States,32.63541,-86.03441,Q67141
115941,Elba,1456,AL,Alabama,233,US,United States,31.41461,-86.06772,Q79487
115944,Elberta,1456,AL,Alabama,233,US,United States,30.41436,-87.59776,Q68218
116056,Elmore,1456,AL,Alabama,233,US,United States,32.53874,-86.31497,Q66310
116057,Elmore County,1456,AL,Alabama,233,US,United States,32.59665,-86.14915,Q494630
116092,Emerald Mountain,1456,AL,Alabama,233,US,United States,32.44793,-86.09429,Q5370464
116148,Enterprise,1456,AL,Alabama,233,US,United States,31.31517,-85.85522,Q79260
116179,Escambia County,1456,AL,Alabama,233,US,United States,31.12612,-87.16162,Q487744
116219,Etowah County,1456,AL,Alabama,233,US,United States,34.04525,-86.03476,Q493951
116224,Eufaula,1456,AL,Alabama,233,US,United States,31.89127,-85.14549,Q79648
116242,Eutaw,1456,AL,Alabama,233,US,United States,32.84059,-87.88762,Q79214
116261,Evergreen,1456,AL,Alabama,233,US,United States,31.4335,-86.95692,Q79624
116309,Fairfield,1456,AL,Alabama,233,US,United States,33.48594,-86.91194,Q79722
116326,Fairhope,1456,AL,Alabama,233,US,United States,30.52297,-87.90333,Q79502
116369,Falkville,1456,AL,Alabama,233,US,United States,34.36843,-86.90862,Q66979
116438,Fayette,1456,AL,Alabama,233,US,United States,33.68455,-87.83085,Q79370
116443,Fayette County,1456,AL,Alabama,233,US,United States,33.72121,-87.73886,Q493957
116453,Fayetteville,1456,AL,Alabama,233,US,United States,33.14567,-86.40581,Q1262338
116567,Flint City,1456,AL,Alabama,233,US,United States,34.52315,-86.97029,Q490584
116569,Flomaton,1456,AL,Alabama,233,US,United States,31.00018,-87.26081,Q66848
116576,Florala,1456,AL,Alabama,233,US,United States,31.00518,-86.328,Q79826
116577,Florence,1456,AL,Alabama,233,US,United States,34.79981,-87.67725,Q79743
116619,Foley,1456,AL,Alabama,233,US,United States,30.40659,-87.6836,Q79265
116669,Forestdale,1456,AL,Alabama,233,US,United States,33.57011,-86.89638,Q1268815
116705,Fort Deposit,1456,AL,Alabama,233,US,United States,31.98459,-86.57859,Q68153
116738,Fort Payne,1456,AL,Alabama,233,US,United States,34.44425,-85.71969,Q79653
116747,Fort Rucker,1456,AL,Alabama,233,US,United States,31.34282,-85.71538,Q1292067
116843,Franklin County,1456,AL,Alabama,233,US,United States,34.44167,-87.84381,Q488892
116957,Frisco City,1456,AL,Alabama,233,US,United States,31.4335,-87.40138,Q65893
116999,Fultondale,1456,AL,Alabama,233,US,United States,33.60483,-86.79388,Q79219
117003,Fyffe,1456,AL,Alabama,233,US,United States,34.44676,-85.90414,Q67253
117004,Gadsden,1456,AL,Alabama,233,US,United States,34.01434,-86.00639,Q79389
117070,Gardendale,1456,AL,Alabama,233,US,United States,33.6601,-86.81277,Q79679
117139,Geneva,1456,AL,Alabama,233,US,United States,31.03296,-85.86382,Q80045
117146,Geneva County,1456,AL,Alabama,233,US,United States,31.09502,-85.83898,Q494620
117167,Georgiana,1456,AL,Alabama,233,US,United States,31.6371,-86.74192,Q68396
117276,Glencoe,1456,AL,Alabama,233,US,United States,33.95704,-85.93247,Q79635
117377,Good Hope,1456,AL,Alabama,233,US,United States,34.11593,-86.86361,Q66409
117391,Goodwater,1456,AL,Alabama,233,US,United States,33.06567,-86.0533,Q79617
117395,Gordo,1456,AL,Alabama,233,US,United States,33.32012,-87.9028,Q67487
117449,Grand Bay,1456,AL,Alabama,233,US,United States,30.47631,-88.34223,Q1274917
117565,Grayson Valley,1456,AL,Alabama,233,US,United States,33.64816,-86.63943,Q1268766
117566,Graysville,1456,AL,Alabama,233,US,United States,33.62066,-86.97138,Q80020
117631,Greene County,1456,AL,Alabama,233,US,United States,32.85314,-87.95223,Q493709
117664,Greensboro,1456,AL,Alabama,233,US,United States,32.70415,-87.5955,Q79254
117680,Greenville,1456,AL,Alabama,233,US,United States,31.8296,-86.61775,Q79362
117757,Grove Hill,1456,AL,Alabama,233,US,United States,31.70877,-87.77722,Q67572
117789,Guin,1456,AL,Alabama,233,US,United States,33.96566,-87.91475,Q79684
117795,Gulf Shores,1456,AL,Alabama,233,US,United States,30.24604,-87.70082,Q79669
117806,Guntersville,1456,AL,Alabama,233,US,United States,34.35823,-86.29446,Q79556
117830,Hackleburg,1456,AL,Alabama,233,US,United States,34.27732,-87.82864,Q65870
117848,Hale County,1456,AL,Alabama,233,US,United States,32.76266,-87.62912,Q501147
117853,Haleyville,1456,AL,Alabama,233,US,United States,34.22649,-87.62141,Q79255
117887,Hamilton,1456,AL,Alabama,233,US,United States,34.14232,-87.98864,Q79462
117946,Hanceville,1456,AL,Alabama,233,US,United States,34.06065,-86.7675,Q79571
118036,Harpersville,1456,AL,Alabama,233,US,United States,33.344,-86.43804,Q67550
118084,Hartford,1456,AL,Alabama,233,US,United States,31.1024,-85.69688,Q79238
118102,Hartselle,1456,AL,Alabama,233,US,United States,34.44343,-86.93528,Q79242
118110,Harvest,1456,AL,Alabama,233,US,United States,34.85564,-86.75083,Q1261666
118177,Hayden,1456,AL,Alabama,233,US,United States,33.8926,-86.75777,Q66651
118189,Hayneville,1456,AL,Alabama,233,US,United States,32.18403,-86.58025,Q68092
118204,Hazel Green,1456,AL,Alabama,233,US,United States,34.93231,-86.57194,Q1268787
118216,Headland,1456,AL,Alabama,233,US,United States,31.35128,-85.34216,Q79858
118243,Heflin,1456,AL,Alabama,233,US,United States,33.64899,-85.58746,Q79671
118246,Helena,1456,AL,Alabama,233,US,United States,33.29622,-86.8436,Q79499
118272,Henagar,1456,AL,Alabama,233,US,United States,34.63508,-85.76719,Q1259031
118297,Henry County,1456,AL,Alabama,233,US,United States,31.51469,-85.24141,Q501000
118408,Highland Lakes,1456,AL,Alabama,233,US,United States,33.39838,-86.6513,Q1262211
118516,Hokes Bluff,1456,AL,Alabama,233,US,United States,33.99815,-85.86636,Q79707
118574,Holt,1456,AL,Alabama,233,US,United States,33.23401,-87.48445,Q1274870
118581,Holtville,1456,AL,Alabama,233,US,United States,32.63624,-86.32664,Q1262295
118607,Homewood,1456,AL,Alabama,233,US,United States,33.47177,-86.80082,Q79700
118638,Hoover,1456,AL,Alabama,233,US,United States,33.40539,-86.81138,Q79950
118702,Houston County,1456,AL,Alabama,233,US,United States,31.15318,-85.30252,Q496292
118756,Hueytown,1456,AL,Alabama,233,US,United States,33.45122,-86.99666,Q79257
118770,Huguley,1456,AL,Alabama,233,US,United States,32.83457,-85.22966,Q962946
118814,Huntsville,1456,AL,Alabama,233,US,United States,34.7304,-86.58594,Q79860
118919,Indian Springs Village,1456,AL,Alabama,233,US,United States,33.35539,-86.75443,Q65689
118954,Inverness,1456,AL,Alabama,233,US,United States,32.01488,-85.74606,Q3709416
118994,Irondale,1456,AL,Alabama,233,US,United States,33.53816,-86.70721,Q79454
119060,Jackson,1456,AL,Alabama,233,US,United States,31.50905,-87.89444,Q79425
119075,Jackson County,1456,AL,Alabama,233,US,United States,34.77941,-85.9993,Q366959
119099,Jacksonville,1456,AL,Alabama,233,US,United States,33.81382,-85.7613,Q79412
119138,Jasper,1456,AL,Alabama,233,US,United States,33.83122,-87.27751,Q79766
119175,Jefferson County,1456,AL,Alabama,233,US,United States,33.55431,-86.89649,Q112271
119211,Jemison,1456,AL,Alabama,233,US,United States,32.95985,-86.74665,Q67771
119569,Kimberly,1456,AL,Alabama,233,US,United States,33.77344,-86.81388,Q65999
119641,Kinsey,1456,AL,Alabama,233,US,United States,31.29906,-85.34438,Q66385
119826,Ladonia,1456,AL,Alabama,233,US,United States,32.4682,-85.0791,Q692429
119831,Lafayette,1456,AL,Alabama,233,US,United States,32.89985,-85.40106,Q79492
119967,Lake Purdy,1456,AL,Alabama,233,US,United States,33.43011,-86.68054,Q2044239
119986,Lake View,1456,AL,Alabama,233,US,United States,33.28067,-87.1375,Q932735
120061,Lamar County,1456,AL,Alabama,233,US,United States,33.77921,-88.0969,Q505317
120108,Lanett,1456,AL,Alabama,233,US,United States,32.86874,-85.1905,Q79263
120179,Lauderdale County,1456,AL,Alabama,233,US,United States,34.90137,-87.654,Q261672
120229,Lawrence County,1456,AL,Alabama,233,US,United States,34.52165,-87.31104,Q502737
120306,Lee County,1456,AL,Alabama,233,US,United States,32.60114,-85.35556,Q501055
120320,Leeds,1456,AL,Alabama,233,US,United States,33.54816,-86.54443,Q79869
120323,Leesburg,1456,AL,Alabama,233,US,United States,34.17982,-85.76136,Q66420
120404,Level Plains,1456,AL,Alabama,233,US,United States,31.29962,-85.77799,Q68454
120494,Limestone County,1456,AL,Alabama,233,US,United States,34.81008,-86.98137,Q501108
120499,Lincoln,1456,AL,Alabama,233,US,United States,33.61316,-86.11831,Q79588
120560,Linden,1456,AL,Alabama,233,US,United States,32.30625,-87.79807,Q79247
120577,Lineville,1456,AL,Alabama,233,US,United States,33.31067,-85.75441,Q79209
120595,Lipscomb,1456,AL,Alabama,233,US,United States,33.42566,-86.92666,Q79428
120647,Livingston,1456,AL,Alabama,233,US,United States,32.5843,-88.18725,Q79589
120685,Locust Fork,1456,AL,Alabama,233,US,United States,33.9076,-86.61527,Q75162
120846,Lowndes County,1456,AL,Alabama,233,US,United States,32.15475,-86.65011,Q503461
120852,Loxley,1456,AL,Alabama,233,US,United States,30.61825,-87.75305,Q67581
120899,Luverne,1456,AL,Alabama,233,US,United States,31.71655,-86.26385,Q79851
120967,Macon County,1456,AL,Alabama,233,US,United States,32.38597,-85.69267,Q502777
120984,Madison,1456,AL,Alabama,233,US,United States,34.69926,-86.74833,Q79987
121002,Madison County,1456,AL,Alabama,233,US,United States,34.76309,-86.55021,Q493715
121070,Malvern,1456,AL,Alabama,233,US,United States,31.13934,-85.5191,Q66630
121192,Marbury,1456,AL,Alabama,233,US,United States,32.70124,-86.47109,Q1285382
121203,Marengo County,1456,AL,Alabama,233,US,United States,32.24761,-87.78952,Q501074
121205,Margaret,1456,AL,Alabama,233,US,United States,33.68621,-86.47498,Q65784
121231,Marion,1456,AL,Alabama,233,US,United States,32.63235,-87.31917,Q79706
121247,Marion County,1456,AL,Alabama,233,US,United States,34.13655,-87.88714,Q502739
121310,Marshall County,1456,AL,Alabama,233,US,United States,34.36696,-86.30664,Q502925
121565,Meadowbrook,1456,AL,Alabama,233,US,United States,33.40205,-86.69665,Q1268795
121698,Meridianville,1456,AL,Alabama,233,US,United States,34.85148,-86.57222,Q1261675
121796,Midfield,1456,AL,Alabama,233,US,United States,33.4615,-86.90888,Q79243
121803,Midland City,1456,AL,Alabama,233,US,United States,31.31906,-85.49382,Q67065
121829,Mignon,1456,AL,Alabama,233,US,United States,33.18345,-86.26109,Q1274891
121872,Millbrook,1456,AL,Alabama,233,US,United States,32.47986,-86.36192,Q79673
121963,Minor,1456,AL,Alabama,233,US,United States,33.53733,-86.94055,Q1289225
122010,Mobile,1456,AL,Alabama,233,US,United States,30.69436,-88.04305,Q79875
122011,Mobile County,1456,AL,Alabama,233,US,United States,30.68515,-88.19753,Q495738
122067,Monroe County,1456,AL,Alabama,233,US,United States,31.57084,-87.36543,Q501060
122084,Monroeville,1456,AL,Alabama,233,US,United States,31.52794,-87.32471,Q79496
122125,Montevallo,1456,AL,Alabama,233,US,United States,33.10067,-86.86416,Q79549
122130,Montgomery,1456,AL,Alabama,233,US,United States,32.36681,-86.29997,Q29364
122139,Montgomery County,1456,AL,Alabama,233,US,United States,32.22026,-86.20761,Q502784
122195,Moody,1456,AL,Alabama,233,US,United States,33.59094,-86.49082,Q67033
122207,Moores Mill,1456,AL,Alabama,233,US,United States,34.84398,-86.51832,Q1261661
122236,Morgan County,1456,AL,Alabama,233,US,United States,34.45347,-86.85293,Q137828
122265,Morris,1456,AL,Alabama,233,US,United States,33.74816,-86.8086,Q66440
122314,Moulton,1456,AL,Alabama,233,US,United States,34.48121,-87.29335,Q79240
122328,Moundville,1456,AL,Alabama,233,US,United States,32.99762,-87.63001,Q984454
122367,Mount Olive,1456,AL,Alabama,233,US,United States,33.67094,-86.8561,Q1274884
122393,Mount Vernon,1456,AL,Alabama,233,US,United States,31.08518,-88.01333,Q67284
122410,Mountain Brook,1456,AL,Alabama,233,US,United States,33.50094,-86.75221,Q79814
122470,Munford,1456,AL,Alabama,233,US,United States,33.52983,-85.9508,Q65814
122503,Muscle Shoals,1456,AL,Alabama,233,US,United States,34.74481,-87.66753,Q79245
122676,New Brockton,1456,AL,Alabama,233,US,United States,31.38572,-85.92939,Q66541
122723,New Hope,1456,AL,Alabama,233,US,United States,34.53712,-86.39426,Q79900
122749,New Market,1456,AL,Alabama,233,US,United States,34.91003,-86.42779,Q638180
122857,Newton,1456,AL,Alabama,233,US,United States,31.33517,-85.60521,Q68345
122990,North Bibb,1456,AL,Alabama,233,US,United States,33.20401,-87.15305,Q602896
123160,Northport,1456,AL,Alabama,233,US,United States,33.22901,-87.57723,Q79870
123357,Odenville,1456,AL,Alabama,233,US,United States,33.67732,-86.39665,Q68263
123381,Ohatchee,1456,AL,Alabama,233,US,United States,33.78343,-86.00247,Q67998
123478,Oneonta,1456,AL,Alabama,233,US,United States,33.94815,-86.47276,Q79359
123496,Opelika,1456,AL,Alabama,233,US,United States,32.64541,-85.37828,Q80073
123498,Opp,1456,AL,Alabama,233,US,United States,31.28267,-86.25551,Q79713
123511,Orange Beach,1456,AL,Alabama,233,US,United States,30.29437,-87.57359,Q79603
123663,Owens Cross Roads,1456,AL,Alabama,233,US,United States,34.58815,-86.45888,Q65700
123675,Oxford,1456,AL,Alabama,233,US,United States,33.61427,-85.83496,Q79358
123696,Ozark,1456,AL,Alabama,233,US,United States,31.45906,-85.64049,Q79212
123988,Pelham,1456,AL,Alabama,233,US,United States,33.28567,-86.80999,Q79479
123997,Pell City,1456,AL,Alabama,233,US,United States,33.58621,-86.28609,Q79584
124074,Perry County,1456,AL,Alabama,233,US,United States,32.63847,-87.2944,Q253538
124123,Phenix City,1456,AL,Alabama,233,US,United States,32.47098,-85.00077,Q79252
124124,Phil Campbell,1456,AL,Alabama,233,US,United States,34.35093,-87.70642,Q68115
124156,Pickens County,1456,AL,Alabama,233,US,United States,33.28088,-88.08869,Q949766
124164,Piedmont,1456,AL,Alabama,233,US,United States,33.92455,-85.61135,Q79213
124185,Pike County,1456,AL,Alabama,233,US,United States,31.80272,-85.94092,Q492888
124196,Pike Road,1456,AL,Alabama,233,US,United States,32.28431,-86.10302,Q67398
124235,Pine Level,1456,AL,Alabama,233,US,United States,32.58374,-86.46553,Q3388663
124272,Pinson,1456,AL,Alabama,233,US,United States,33.68899,-86.68332,Q79303
124366,Pleasant Grove,1456,AL,Alabama,233,US,United States,33.49094,-86.97027,Q79542
124427,Point Clear,1456,AL,Alabama,233,US,United States,30.47408,-87.91916,Q1268758
124638,Prattville,1456,AL,Alabama,233,US,United States,32.46402,-86.4597,Q79509
124666,Priceville,1456,AL,Alabama,233,US,United States,34.52509,-86.89473,Q67288
124667,Prichard,1456,AL,Alabama,233,US,United States,30.7388,-88.07889,Q79609
124821,Ragland,1456,AL,Alabama,233,US,United States,33.74454,-86.15581,Q68206
124824,Rainbow City,1456,AL,Alabama,233,US,United States,33.95482,-86.04192,Q79710
124829,Rainsville,1456,AL,Alabama,233,US,United States,34.49425,-85.84775,Q79346
124872,Randolph County,1456,AL,Alabama,233,US,United States,33.29379,-85.45907,Q502743
124939,Red Bay,1456,AL,Alabama,233,US,United States,34.43982,-88.14087,Q80035
124981,Redstone Arsenal,1456,AL,Alabama,233,US,United States,34.68387,-86.64764,Q998938
124999,Reform,1456,AL,Alabama,233,US,United States,33.37845,-88.0153,Q79522
125003,Rehobeth,1456,AL,Alabama,233,US,United States,31.12296,-85.45271,Q67090
125201,Riverside,1456,AL,Alabama,233,US,United States,33.60621,-86.20442,Q67185
125226,Roanoke,1456,AL,Alabama,233,US,United States,33.15123,-85.37217,Q79278
125244,Robertsdale,1456,AL,Alabama,233,US,United States,30.5538,-87.71193,Q79264
125275,Rock Creek,1456,AL,Alabama,233,US,United States,33.47705,-87.08027,Q1274899
125299,Rockford,1456,AL,Alabama,233,US,United States,32.88957,-86.21969,Q68041
125354,Rogersville,1456,AL,Alabama,233,US,United States,34.82578,-87.29676,Q67228
125536,Russell County,1456,AL,Alabama,233,US,United States,32.28838,-85.18496,Q503329
125542,Russellville,1456,AL,Alabama,233,US,United States,34.50787,-87.72864,Q79929
125621,Saint Clair County,1456,AL,Alabama,233,US,United States,33.7157,-86.31469,Q503451
125721,Saks,1456,AL,Alabama,233,US,United States,33.69871,-85.83969,Q1261704
125781,Samson,1456,AL,Alabama,233,US,United States,31.11295,-86.04605,Q79319
125934,Saraland,1456,AL,Alabama,233,US,United States,30.82074,-88.07056,Q79259
125949,Sardis City,1456,AL,Alabama,233,US,United States,34.17426,-86.12275,Q65616
125957,Satsuma,1456,AL,Alabama,233,US,United States,30.85324,-88.05611,Q79552
126061,Scottsboro,1456,AL,Alabama,233,US,United States,34.67231,-86.03415,Q79577
126138,Selma,1456,AL,Alabama,233,US,United States,32.40736,-87.0211,Q79941
126143,Selmont-West Selmont,1456,AL,Alabama,233,US,United States,32.37843,-87.0074,Q1274876
126151,Semmes,1456,AL,Alabama,233,US,United States,30.77824,-88.25917,Q79476
126259,Sheffield,1456,AL,Alabama,233,US,United States,34.76509,-87.69864,Q79568
126267,Shelby,1456,AL,Alabama,233,US,United States,33.1104,-86.58415,Q1275022
126272,Shelby County,1456,AL,Alabama,233,US,United States,33.26428,-86.66065,Q501084
126363,Shoal Creek,1456,AL,Alabama,233,US,United States,33.43076,-86.61092,Q1265075
126506,Slocomb,1456,AL,Alabama,233,US,United States,31.10823,-85.59438,Q79456
126523,Smiths Station,1456,AL,Alabama,233,US,United States,32.54014,-85.09855,Q80029
126532,Smoke Rise,1456,AL,Alabama,233,US,United States,33.89177,-86.82027,Q528515
126786,Southside,1456,AL,Alabama,233,US,United States,33.92454,-86.02247,Q79250
126799,Spanish Fort,1456,AL,Alabama,233,US,United States,30.67491,-87.91527,Q79945
126914,Springville,1456,AL,Alabama,233,US,United States,33.77505,-86.47191,Q80023
127007,Steele,1456,AL,Alabama,233,US,United States,33.93982,-86.20164,Q67349
